Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Aug 11, 2011",Salim Kaya,26,Central Midfield,Turkey,"
Körfez SK ", 2.Lig Kirmizi ,"
Körfez Isk. ",,50 K €,Free transfer
"Aug 11, 2011",Patrick Cregg,25,Central Midfield,Ireland,"
St. Mirren ", Premiership ,"
Bury ",,400 K €,Free transfer
"Aug 11, 2011",Tim Rubink,23,Centre-Back,Germany,"
SV Sandhausen ", 3. Liga ,"
Goslarer SC ",,75 K €,Free transfer
"Aug 11, 2011",Umut Kaya,24,Attacking Midfield,Turkey,"
Turgutluspor  ", 2.Lig Beyaz ,"
Aydinspor 1923 ",,50 K €,Free transfer
"Aug 11, 2011",Alandson,22,Attacking Midfield,Belgium,"
AFC Tubize ", Proximus League ,"
AGOVV Apeldoorn ",,100 K €,Free transfer
"Aug 11, 2011",Matt Flynn,22,Right-Back,England,"
Rochdale ", League One ,"
Fleetwood ",,50 K €,Free transfer
"Aug 11, 2011",Martín Icart,26,Attacking Midfield,Uruguay,"
CA Cerro ", Primera División ,"
River Plate ",,175 K €,Free transfer
"Aug 11, 2011",Raúl Molina,24,Centre-Forward,Uruguay,"
CA Cerro ", Primera División ,"
Huracán ",,150 K €,Free transfer
"Aug 11, 2011",Marc Fachan,22,Right-Back,France,"
Gimnàstic ", LaLiga2 ,"
Alavés ",,200 K €,Free transfer
"Aug 11, 2011",Serdar Dursun,19,Centre-Forward,Germany,"
Hannover 96 II ", RL Nord (bis 11/12) ,"
Eskisehirspor ",,75 K €,Free transfer
"Aug 11, 2011",Kostyantyn Rud,21,Attacking Midfield,Ukraine,"
E. Solonytsivka ", Ukraine		,"
SKAD-Yalpuh ",,25 K €,Free transfer
"Aug 11, 2011",Pablo Pereira,26,Centre-Back,Uruguay,"
Central ", Segunda División ,"
Liverpool FC ",,100 K €,Free transfer
"Aug 12, 2011",Nikola Kalinic,23,Centre-Forward,Croatia,"
Blackburn ", Premier League ,"
Dnipro ",,"4,50 mil. €","6,00 mil. €"
"Aug 12, 2011",Bakary Koné,23,Centre-Back,Burkina Faso,"
Guingamp ", Ligue 2 ,"
Olympique Lyon ",,"2,00 mil. €","2,00 mil. €"
"Aug 12, 2011",Wendel,29,Left Midfield,Brazil,"
G. Bordeaux ", Ligue 1 ,"
Ittihad ",,"2,00 mil. €","1,50 mil. €"
"Aug 12, 2011",Emiliano Tellechea,24,Right Winger,Uruguay,"
Wanderers ", Primera División ,"
San Lorenzo ",,500 K €,350 K €
"Aug 12, 2011",Cristian Ledesma,32,Central Midfield,Argentina,"
CA Colón ", Torneo Final ,"
River Plate ",,800 K €,300 K €
"Aug 12, 2011",Dedê,33,Left-Back,Brazil,"
Bor. Dortmund ", Bundesliga ,"
Eskisehirspor ",,"1,50 mil. €",Free transfer
"Aug 12, 2011",Björn Brunnemann,31,Central Midfield,Germany,"
Union Berlin ", 2. Bundesliga ,"
Berliner AK ",,350 K €,Free transfer
"Aug 12, 2011",Bekir Kücükertas,25,Goalkeeper,Turkey,"
Kirikhanspor ", 3.Lig Grup 1 ,"
Alanyaspor ",,25 K €,Free transfer
"Aug 12, 2011",Freddy Adu,22,Attacking Midfield,United States,"
Benfica ", Liga NOS ,"
Philadelphia ",,600 K €,Free transfer
"Aug 12, 2011",Anton Vergilov,26,Centre-Back,Bulgaria,"
Byala Slatina ", Bulgaria		,"
Calisia ",,50 K €,Free transfer
"Aug 12, 2011",Mile Jedinak,27,Defensive Midfield,Australia,"
Genclerbirligi ", Süper Lig ,"
Crystal Palace ",,"2,20 mil. €",Free transfer
"Aug 12, 2011",Köksal Yedek,26,Attacking Midfield,Turkey,"
K. Erciyesspor ", 1.Lig ,"
Elazigspor  ",,225 K €,Free transfer
"Aug 12, 2011",Rainer Müller,25,Right-Back,Germany,"
1.FC Magdeburg ", RL Nord (bis 11/12) ,"
SV Meppen ",,100 K €,Free transfer
"Aug 12, 2011",Pawel Odrzywolski,28,Centre-Back,Poland,"
MKS Kluczbork ", Poland		,"
Onisilos Sotira ",,150 K €,Free transfer
"Aug 12, 2011",Nathan Elder,24,Centre-Forward,England,"
Shrewsbury ", League Two ,"
Hayes & Yeading ",,50 K €,Free transfer
"Aug 12, 2011",Antonio Hrncevic,27,Forward,Croatia,"
Inter Zapresic ", 1.HNL ,"
NK Vinogradar ",,300 K €,Free transfer
"Aug 12, 2011",Kelvin Trippier,24,Centre-Back,England,"
Shrewsbury ", League Two ,"
Barrow ",,50 K €,Free transfer
"Aug 12, 2011",Nicolás,28,Central Midfield,Cameroon,"
Slaven Belupo ", 1.HNL ,"
NK Vinogradar ",,150 K €,Free transfer
"Aug 12, 2011",Nicolás Olivera,33,Second Striker,Uruguay,"
América ", Liga MX Clausura ,"
Defensor ",,700 K €,Free transfer
"Aug 12, 2011",Volkan Özcan,25,Right-Back,Turkey,"
C. Rizespor ", 1.Lig ,"
Altay SK ",,350 K €,Free transfer
"Aug 12, 2011",Jason Beardsley,22,Right-Back,England,"
Macclesfield ", League Two ,"
Mickleover ",,100 K €,Free transfer
"Aug 12, 2011",Ömer Yalcin,27,Centre-Forward,Turkey,"
1922 Konya ", 2.Lig Beyaz ,"
Altay SK ",,250 K €,Free transfer
"Aug 12, 2011",Bruno Montelongo,23,Right Midfield,Uruguay,"
AC Milan ", Serie A ,"
Peñarol ",,450 K €,Free transfer
"Aug 12, 2011",Rodrigo Sanguinetti,23,Centre-Back,Uruguay,"
Tanque Sisley ", Primera División ,"
Central ",,100 K €,Free transfer
"Aug 12, 2011",Jeremy Bossekota,23,Central Midfield,Belgium,"
Othellos Athienou ", Cyprus		,"
KSC Grimbergen ",,100 K €,Free transfer
"Aug 13, 2011",Grzegorz Sandomierski,21,Goalkeeper,Poland,"
Jagiellonia ", Ekstraklasa ,"
KRC Genk ",,"1,60 mil. €","1,90 mil. €"
"Aug 13, 2011",Juhani Ojala,22,Centre-Back,Finland,"
HJK Helsinki ", Veikkausliiga ,"
BSC Young Boys ",,600 K €,600 K €
"Aug 13, 2011",Piergiuseppe Maritato,22,Centre-Forward,Italy,"
Fiorentina ", Serie A ,"
LR Vicenza ",,100 K €,1 K €
"Aug 13, 2011",Sebastian Hille,30,Right Midfield,Germany,"
Rot Weiss Ahlen ", NRW-Liga ,"
Arm. Bielefeld ",,200 K €,Free transfer
"Aug 13, 2011",Mehmet Yildiz,29,Centre-Forward,Turkey,"
Sivasspor ", Süper Lig ,"
Eskisehirspor ",,"3,00 mil. €",Free transfer
"Aug 13, 2011",Alexander Dercho (Krük),24,Left-Back,Germany,"
VfL Osnabrück ", 3. Liga ,"
Arm. Bielefeld ",,350 K €,Free transfer
"Aug 13, 2011",Will Puddy,23,Goalkeeper,England,"
Swindon Superm. ", England		,"
Chippenham ",,25 K €,Free transfer
"Aug 13, 2011",Paris Cowan-Hall,20,Right Winger,England,"
Scunthorpe Utd. ", League One ,"
Woking FC ",,50 K €,Free transfer
"Aug 13, 2011",Gastón de los Santos,29,Centre-Back,Uruguay,"
Rampla Jrs ", Primera División ,"
Cerrito ",,100 K €,Free transfer
"Aug 13, 2011",Nicolás Foglia,24,Centre-Back,Argentina,"
Platense ", Argentina		,"
AA Estudiantes ",,200 K €,Free transfer
"Aug 13, 2011",Firat Sezer,25,Left-Back,Turkey,"
Karsiyaka ", 1.Lig ,"
Altay SK ",,250 K €,?
"Aug 14, 2011",Nelson Valdez,27,Centre-Forward,Paraguay,"
Hércules CF ", LaLiga2 ,"
Rubin Kazan ",,"5,00 mil. €","4,00 mil. €"
"Aug 14, 2011",Wolfgang Hesl,25,Goalkeeper,Germany,"
Hamburger SV ", Bundesliga ,"
Dynamo Dresden ",,300 K €,Free transfer
"Aug 15, 2011",Cesc Fàbregas,24,Central Midfield,Spain,"
Arsenal ", Premier League ,"
FC Barcelona ",,"54,00 mil. €","34,00 mil. €"
"Aug 15, 2011",Robbie Keane,31,Centre-Forward,Ireland,"
Spurs ", Premier League ,"
LA Galaxy ",,"7,00 mil. €","3,75 mil. €"
"Aug 15, 2011",Ishmael Miller,24,Centre-Forward,England,"
West Brom ", Premier League ,"
Nottm Forest ",,"2,00 mil. €","1,35 mil. €"
"Aug 15, 2011",Danny Ings,19,Centre-Forward,England,"
Bournemouth ", League One ,"
Burnley ",,75 K €,"1,15 mil. €"
"Aug 15, 2011",Kadir Demirel,34,Right-Back,Turkey,"
Tokatspor  ", 2.Lig Beyaz ,"
Altinordu ",,50 K €,Free transfer
"Aug 15, 2011",Murat Kalkan,25,Centre-Back,Turkey,"
Genclerbirligi ", Süper Lig ,"
Orduspor ",,"1,20 mil. €",Free transfer
"Aug 15, 2011",Alban Hoxha,23,Goalkeeper,Albania,"
Dinamo Tirana ", Kategoria Superiore ,"
KS Kastrioti ",,50 K €,Free transfer
"Aug 15, 2011",Greg Mills,20,Centre-Forward,England,"
Derby ", Championship ,"
Telford Utd ",,50 K €,Free transfer
"Aug 15, 2011",Jesús Toscanini,23,Centre-Forward,Uruguay,"
Wilstermann  ", Bolivia		,"
Sud America ",,100 K €,Free transfer
"Aug 15, 2011",Exodus Geohaghon,26,Centre-Back,England,"
Peterborough ", Championship ,"
Barnet ",,75 K €,Free transfer
"Aug 15, 2011",Vladimir Riedel,26,Defensive Midfield,Russia,"
Zhemchuzhina ", 1.Division ,"
Salyut Belgorod ",,300 K €,Free transfer
"Aug 15, 2011",Louis Horne,20,Centre-Back,England,"
Bradford ", League Two ,"
Hinckley United ",,75 K €,Free transfer
"Aug 15, 2011",Will Richards,19,Centre-Back,Wales,"
Telford Utd ", National League ,"
Solihull Moors ",,25 K €,Free transfer
"Aug 15, 2011",Dimitri Billiet,23,Attacking Midfield,Belgium,"
Francs Borains ", Proximus League ,"
KVC Wingene ",,25 K €,Free transfer
"Aug 15, 2011",Süleyman Kücük,33,Goalkeeper,Turkey,"
I. Güngörenspor ", 1.Lig ,"
Turgutluspor  ",,150 K €,?
"Aug 15, 2011",Hakan Özmert,26,Central Midfield,Turkey,"
Karabükspor ", Süper Lig ,"
Orduspor ",,"1,00 mil. €",?
"Aug 15, 2011",Ogün Özcan,29,Left-Back,Turkey,"
Tokatspor  ", 2.Lig Beyaz ,"
Turgutluspor  ",,50 K €,?
"Aug 15, 2011",Eray Serbes,24,Goalkeeper,Turkey,"
Adana Demirspor ", 2.Lig Kirmizi ,"
Arsuz Karaagac ",,50 K €,?
"Aug 15, 2011",Baykal Yilmaztas,26,Centre-Back,Turkey,"
Tepecik Spor ", 2.Lig Beyaz ,"
Ümraniyespor ",,150 K €,?
"Aug 15, 2011",Bahadir Sekizkardes,25,Centre-Back,Turkey,"
1922 Konya ", 2.Lig Beyaz ,"
Altay SK ",,50 K €,?
"Aug 15, 2011",Shohei Matsunaga,22,Left Midfield,Japan,"
Persib Bandung ", Liga 1 ,"
Persiba ",,25 K €,?
"Aug 15, 2011",Roman Grigoryan,28,Attacking Midfield,Russia,"
Shinnik ", 1.Division ,"
KS Samara ",,150 K €,?
"Aug 15, 2011",Isa Tastemir,19,Central Midfield,Turkey,"
Türk Telekom ", Turkey		,"
Aydinspor 1923 ",,50 K €,?
"Aug 15, 2011",Arif Coban,26,Centre-Forward,Turkey,"
Türk Telekom ", Turkey		,"
Pendikspor  ",,25 K €,?
"Aug 15, 2011",Tomer Ben Haim,23,Attacking Midfield,Israel,"
Ness Ziona ", Israel		,"
Ramat haSharon ",,150 K €,?
"Aug 16, 2011",Eliaquim Mangala,20,Centre-Back,France,"
Standard Liège ", Jupiler Pro League ,"
FC Porto ",,"5,00 mil. €","6,75 mil. €"
"Aug 16, 2011",Emmanuel Eboué,28,Right-Back,Cote d'Ivoire,"
Arsenal ", Premier League ,"
Galatasaray ",,"6,00 mil. €","3,50 mil. €"
"Aug 16, 2011",Erik Huseklepp,26,Left Winger,Norway,"
Bari ", Serie B ,"
Portsmouth ",,"2,10 mil. €","2,50 mil. €"
"Aug 16, 2011",Benjamin Moukandjo,22,Centre-Forward,Cameroon,"
Monaco ", Ligue 2 ,"
AS Nancy ",,"1,50 mil. €","2,50 mil. €"
"Aug 16, 2011",Lazhar Hadj Aïssa,27,Attacking Midfield,Algeria,"
ES Sétif ", Ligue Professionnelle 1 ,"
Al-Qadsia SC ",,200 K €,500 K €
"Aug 16, 2011",Kevin Schindler,23,Defensive Midfield,Germany,"
Werder Bremen ", Bundesliga ,"
FC St. Pauli ",,350 K €,150 K €
"Aug 16, 2011",Zaurbek Pliev,19,Left-Back,Russia,"
FC Astana ", Kazakhstan		,"
Spartak V. ",,50 K €,50 K €
"Aug 16, 2011",Atilla Yildirim,20,Centre-Forward,Turkey,"
Utrecht U21 ", Beloften Eredivisie ,"
Kasimpasa ",,150 K €,20 K €
"Aug 16, 2011",Djimi Traoré,31,Centre-Back,Mali,"
Monaco ", Ligue 2 ,"
Marseille ",,"1,00 mil. €",Free transfer
"Aug 16, 2011",Besart Berisha,26,Centre-Forward,Kosovo,"
Arm. Bielefeld ", 3. Liga ,"
Brisbane Roar ",,350 K €,Free transfer
"Aug 16, 2011",Nikola Pokrivac,25,Defensive Midfield,Croatia,"
RB Salzburg ", Bundesliga ,"
Dinamo Zagreb ",,800 K €,Free transfer
"Aug 16, 2011",Georgios Eleftheriou,26,Right-Back,Cyprus,"
Doxa Katokopias ", Cyprus		,"
AEL Limassol ",,200 K €,Free transfer
"Aug 16, 2011",Mariusz Zawodzinski,22,Left Winger,Poland,"
KSZO Ostrowiec ", Poland		,"
Znicz Pruszkow ",,50 K €,Free transfer
"Aug 16, 2011",Gabriel Roth,32,Left Winger,Argentina,"
CA Patronato ", Primera Nacional ,"
Rangers Talca ",,125 K €,Free transfer
"Aug 16, 2011",Norbert Némedi,34,Right Midfield,Hungary,"
Szolnok ", NB II - East ,"
Kunszállás ",,150 K €,Free transfer
"Aug 16, 2011",Mesut Özgür,21,Right-Back,Turkey,"
Yalovaspor ", Turkey		,"
Aydinspor 1923 ",,50 K €,Free transfer
"Aug 16, 2011",Harry Beautyman,19,Central Midfield,England,"
Leyton Orient ", League One ,"
Sutton Utd ",,50 K €,Free transfer
"Aug 16, 2011",Róbert Gyűrűsi,22,Forward,Hungary,"
FC Ajka ", NB II - West ,"
Hévíz SK ",,50 K €,Free transfer
"Aug 16, 2011",Ercan Ünal,28,Centre-Back,Turkey,"
C. Rizespor ", 1.Lig ,"
Denizlispor ",,300 K €,?
"Aug 16, 2011",Danijel Milicevic,25,Attacking Midfield,Bosnia-Herzegovina,"
KAS Eupen ", Proximus League ,"
RSC Charleroi ",,600 K €,?
"Aug 16, 2011",Franklin Salas,29,Centre-Forward,Ecuador,"
Imbabura SC ", Ecuador		,"
Godoy Cruz ",,400 K €,?
"Aug 16, 2011",Marijan Matic,24,Centre-Back,Croatia,"
Z. Tordinci  ", Croatia		,"
NK Vukovar 1991 ",,50 K €,?
"Aug 16, 2011",Yigitcan Erdogan,27,Centre-Back,Turkey,"
Altay SK ", 2.Lig Beyaz ,"
Sanliurfaspor  ",,600 K €,?
"Aug 16, 2011",Abdulhamit Yildiz,24,Centre-Back,Turkey,"
Genclerbirligi ", Süper Lig ,"
Kasimpasa ",,100 K €,?
"Aug 16, 2011",Hakan Akbas,29,Centre-Back,Turkey,"
Adana Demirspor ", 2.Lig Kirmizi ,"
Eyüpspor ",,50 K €,?
"Aug 17, 2011",Igor Shitov,24,Right-Back,Belarus,"
BATE Borisov ", Vysheyshaya Liga ,"
Dinamo Moscow ",,800 K €,"1,50 mil. €"
"Aug 17, 2011",Carlos Bocanegra,32,Centre-Back,United States,"
Saint-Étienne ", Ligue 1 ,"
Rangers ",,"2,50 mil. €",460 K €
"Aug 17, 2011",Stephan Andersen,29,Goalkeeper,Denmark,"
Bröndby IF ", Superligaen ,"
Thonon Évian ",,"2,00 mil. €",350 K €
"Aug 17, 2011",Alejandro Bedoya,24,Central Midfield,United States,"
Örebro SK ", Allsvenskan ,"
Rangers ",,"1,50 mil. €",345 K €
"Aug 17, 2011",Thomas Hitzlsperger,29,Central Midfield,Germany,"
West Ham ", Championship ,"
VfL Wolfsburg ",,"5,00 mil. €",Free transfer
"Aug 17, 2011",Sándor Torghelle,29,Centre-Forward,Hungary,"
F. Düsseldorf ", 2. Bundesliga ,"
Honvéd ",,300 K €,Free transfer
"Aug 17, 2011",Can Ulun,28,Centre-Back,Turkey,"
Y. Malatyaspor ", 2.Lig Beyaz ,"
Fethiyespor ",,100 K €,Free transfer
"Aug 17, 2011",Mustafa Güngör,37,Defender,Turkey,"
Usak Spor AS ", Turkey		,"
Somaspor ",,50 K €,Free transfer
"Aug 17, 2011",Calvin Jong-A-Pin,25,Centre-Back,Netherlands,"
Heerenveen ", Eredivisie ,"
Shimizu S-Pulse ",,800 K €,Free transfer
"Aug 17, 2011",Oliver Kragl,21,Left Midfield,Germany,"
E. Braunschweig ", 2. Bundesliga ,"
G. Halberstadt ",,50 K €,Free transfer
"Aug 17, 2011",Mustafa Hosoglu,22,Goalkeeper,Turkey,"
Sürmenespor ", Turkey		,"
Besikdüzüspor ",,25 K €,Free transfer
"Aug 17, 2011",Aytek Öktem,29,Centre-Forward,Turkey,"
Mardinspor ", 2.Lig Kirmizi ,"
Eyüpspor ",,50 K €,Free transfer
"Aug 17, 2011",Aleksey Revyakin,29,Centre-Back,Russia,"
Zhemchuzhina ", 1.Division ,"
Ural ",,300 K €,Free transfer
"Aug 17, 2011",Toni Sánchez,26,Left-Back,Spain,"
Betis B ", 2ª B - Grupo IV ,"
SD Huesca ",,200 K €,Free transfer
"Aug 17, 2011",Peter Bore,23,Right-Back,England,"
Grimsby Town ", National League ,"
Harrogate Town ",,75 K €,Free transfer
"Aug 17, 2011",Ersoy Yilmaz,22,Centre-Forward,Turkey,"
K. Erciyesspor ", 1.Lig ,"
Yozgatspor AS ",,50 K €,Free transfer
"Aug 17, 2011",Thomas Martin,21,Defensive Midfield,France,"
Le Havre B ", France		,"
R. Strasbourg ",,50 K €,Free transfer
"Aug 17, 2011",Günay Sakar,25,Right Winger,Turkey,"
Körfez SK ", 2.Lig Kirmizi ,"
Körfez Isk. ",,25 K €,Free transfer
"Aug 17, 2011",Mirac Dogan Cimsit,21,Defender,Turkey,"
Hacka Spor ", Turkey		,"
Besikdüzüspor ",,50 K €,Free transfer
"Aug 17, 2011",Attila Sánta,22,Left Winger,Hungary,"
Kecskemét II ", Hungary		,"
Budaörs ",,50 K €,Free transfer
"Aug 17, 2011",Arafa Abbas,29,Right-Back,Egypt,"
O. Alexandria ", Egypt		,"
Sharkia Dokhan ",,25 K €,Free transfer
"Aug 17, 2011",Jimmy Keohane,20,Central Midfield,Ireland,"
Bristol City ", Championship ,"
Exeter City ",,100 K €,Free transfer
"Aug 17, 2011",Aleksandr Ovsov,19,Central Midfield,Russia,"
Nosta ", PFL Ural-Povolzje ,"
Dolgoprudnyi ",,50 K €,Free transfer
"Aug 17, 2011",Tamás Orosz,19,Forward,Hungary,"
Bőcs KSC ", Hungary		,"
Mád FC ",,25 K €,Free transfer
"Aug 17, 2011",Andrey Semenov,19,Left-Back,Russia,"
Loko Moscow II ", Russia		,"
CSKA Moscow II ",,25 K €,Free transfer
"Aug 18, 2011",Falcao,25,Centre-Forward,Colombia,"
FC Porto ", Liga NOS ,"
Atlético Madrid ",,"25,00 mil. €","40,00 mil. €"
"Aug 18, 2011",Houssine Kharja,28,Central Midfield,Morocco,"
Genoa ", Serie A ,"
Fiorentina ",,"4,30 mil. €","2,50 mil. €"
"Aug 18, 2011",Florian Mader,28,Central Midfield,Austria,"
SV Ried ", Bundesliga ,"
Austria Vienna ",,600 K €,300 K €
"Aug 18, 2011",Zavon Hines,22,Right Winger,England,"
West Ham ", Championship ,"
Burnley ",,"1,50 mil. €",300 K €
"Aug 18, 2011",Serkan Sütlü,26,Centre-Forward,Turkey,"
Vefaspor ", Turkey		,"
Kemerspor 2003 ",,50 K €,Free transfer
"Aug 18, 2011",Francis Dickoh,28,Centre-Back,Ghana,"
Hibernian FC ", Premiership ,"
Aris Saloniki ",,300 K €,Free transfer
"Aug 18, 2011",Monsef Zerka,29,Right Midfield,Morocco,"
Iraklis ", Greece		,"
Revolution ",,400 K €,Free transfer
"Aug 18, 2011",Nabil El Zhar,24,Right Winger,Morocco,"
Liverpool ", Premier League ,"
Levante ",,"1,50 mil. €",Free transfer
"Aug 18, 2011",Hüseyin Kuday,24,Centre-Forward,Turkey,"
Elazigspor  ", 1.Lig ,"
Turgutluspor  ",,25 K €,Free transfer
"Aug 18, 2011",Evgeniy Osipov,24,Centre-Back,Russia,"
Zhemchuzhina ", 1.Division ,"
Mordovia ",,400 K €,Free transfer
"Aug 18, 2011",Aleksandr Plotnikov,32,Goalkeeper,Russia,"
Zhemchuzhina ", 1.Division ,"
Chernomorets N. ",,75 K €,Free transfer
"Aug 18, 2011",Márton Borsi,19,Midfielder,Hungary,"
Rákospalota ", NB II - East ,"
Nyíregyháza ",,25 K €,Free transfer
"Aug 18, 2011",Aleksandr Vasyukov,19,Left Midfield,Russia,"
Loko Moscow II ", Russia		,"
CSKA Moscow II ",,25 K €,Free transfer
"Aug 18, 2011",Mehmet Budak,31,Centre-Back,Turkey,"
Tokatspor  ", 2.Lig Beyaz ,"
Eyüpspor ",,300 K €,?
"Aug 18, 2011",Stef Wils,29,Centre-Back,Belgium,"
KAA Gent ", Jupiler Pro League ,"
KVC Westerlo ",,"1,40 mil. €",?
"Aug 18, 2011",Ergin Pektas,24,Midfielder,Turkey,"
Unknown ",,"
Yozgatspor AS ",,250 K €,?
"Aug 18, 2011",Orkun Bal,22,Left Midfield,Turkey,"
Batman Petrol ", Turkey		,"
Tarsus IY ",,50 K €,?
"Aug 18, 2011",Matías Mirabaje,22,Attacking Midfield,Uruguay,"
Racing Club ", Primera División ,"
Wanderers ",,525 K €,?
"Aug 18, 2011",Davide Bertoncini,20,Centre-Back,Italy,"
Genoa U19 ", Primavera A ,"
Piacenza ",,75 K €,?
"Aug 18, 2011",Ali Kandil,28,Left Winger,Turkey,"
Career break ",,"
Kilimli Bld ",,100 K €,-
"Aug 18, 2011",Ivan Lapin,23,Centre-Back,Russia,"
Without Club ",,"
Baltika ",,100 K €,-
"Aug 19, 2011",Maor Buzaglo,23,Right Winger,Israel,"
M. Tel Aviv ", Ligat ha'Al ,"
Standard Liège ",,900 K €,500 K €
"Aug 19, 2011",Andreas Tatos,22,Attacking Midfield,Greece,"
Atromitos Athen ", Super League 1 ,"
Olympiacos ",,800 K €,500 K €
"Aug 19, 2011",Christian Puggioni,30,Goalkeeper,Italy,"
Reggina ", Serie B ,"
Chievo Verona ",,"1,30 mil. €",400 K €
"Aug 19, 2011",Emmanuel Banahene,23,Centre-Forward,Ghana,"
Bechem United ", Ghana		,"
Orduspor ",,250 K €,80 K €
"Aug 19, 2011",Lucas Neill,33,Centre-Back,Australia,"
Galatasaray ", Süper Lig ,"
Al-Jazira ",,"2,50 mil. €",Free transfer
"Aug 19, 2011",Sertac Sahin,28,Central Midfield,Turkey,"
Mersin IY ", Süper Lig ,"
Turan Spor ",,100 K €,Free transfer
"Aug 19, 2011",Hasan Kacic,35,Left-Back,Croatia,"
NK Istra ", 1.HNL ,"
GOSK-Dubrovnik ",,100 K €,Free transfer
"Aug 19, 2011",Juan Ramón Curbelo,32,Defensive Midfield,Uruguay,"
Indios ", Ascenso MX Apertura ,"
Wanderers ",,800 K €,Free transfer
"Aug 19, 2011",Salvatore Accursi,33,Centre-Back,Italy,"
Salernitana ", Italy		,"
Catanzaro ",,50 K €,Free transfer
"Aug 19, 2011",Davor Pajic,27,Left-Back,Croatia,"
NK Osijek ", 1.HNL ,"
NK Olimpija Osijek ",,50 K €,Free transfer
"Aug 19, 2011",Tomislav Bozic,23,Centre-Back,Croatia,"
Cibalia ", 1.HNL ,"
HNK Gorica ",,300 K €,Free transfer
"Aug 19, 2011",Emre Balak,23,Centre-Back,Turkey,"
Genclerbirligi ", Süper Lig ,"
Tavsanli Linyit ",,350 K €,Free transfer
"Aug 19, 2011",Patrik Doqi,30,Right-Back,Kosovo,"
KF Ballkani ", Kosovo		,"
HNSK Moslavina ",,150 K €,Free transfer
"Aug 19, 2011",Serkan Akin,24,Left Winger,Turkey,"
Pendikspor  ", 2.Lig Beyaz ,"
Turan Spor ",,50 K €,Free transfer
"Aug 19, 2011",Goran Gruica,25,Centre-Back,Croatia,"
FC Zestafoni ", Erovnuli Liga (bis 2016/17) ,"
NK Mosor ",,150 K €,Free transfer
"Aug 19, 2011",Roko Mislov,23,Defensive Midfield,Croatia,"
NK Zadar  ", 1.HNL ,"
P. Biograd ",,100 K €,Free transfer
"Aug 19, 2011",Yasar Kaya,21,Left-Back,Turkey,"
Nuremberg II ", Regionalliga Süd ,"
Sancaktepe FK ",,50 K €,Free transfer
"Aug 19, 2011",Khaled Gourmi,25,Right Midfield,Algeria,"
Yverdon-Sport ", 1.Liga gr. 1 ,"
ES Sétif ",,300 K €,Free transfer
"Aug 19, 2011",Hasan Sincar,23,Midfielder,Turkey,"
Kastamonuspor ", 3.Lig Grup 1 ,"
Beylerbeyi ",,50 K €,Free transfer
"Aug 19, 2011",Adam Griffin,26,Left-Back,England,"
Stockport ", National League ,"
Hyde United ",,200 K €,Free transfer
"Aug 19, 2011",Billy Modeste,23,Centre-Back,France,"
AC Ajaccio ", Ligue 1 ,"
R. Strasbourg ",,50 K €,Free transfer
"Aug 19, 2011",Mehmet Dönmezdemir,29,Goalkeeper,Turkey,"
Tokatspor  ", 2.Lig Beyaz ,"
Kastamonuspor ",,50 K €,Free transfer
"Aug 19, 2011",Sinisa Rozman,20,Left-Back,Croatia,"
Krajisnik ", Prva liga FBIH ,"
NK Rudes ",,50 K €,Free transfer
"Aug 19, 2011",Murat Baytaroglu,30,Attacking Midfield,Turkey,"
I. Güngörenspor ", 1.Lig ,"
Kirklarelispor ",,25 K €,Free transfer
"Aug 19, 2011",Marko Jordan,20,Centre-Forward,Croatia,"
RNK Split ", 1.HNL ,"
NK Dugopolje ",,100 K €,Free transfer
"Aug 20, 2011",Albin Ekdal,22,Defensive Midfield,Sweden,"
Juventus ", Serie A ,"
Cagliari Calcio ",,"3,20 mil. €","2,70 mil. €"
"Aug 20, 2011",Prince Gouano,17,Centre-Back,France,"
Le Havre B ", France		,"
Juventus U19 ",,100 K €,"1,50 mil. €"
"Aug 20, 2011",Serhat Akin,30,Right Winger,Turkey,"
Karlsruher SC ", 2. Bundesliga ,"
Turgutluspor  ",,250 K €,Free transfer
"Aug 20, 2011",Tobias Nickenig,27,Centre-Back,Germany,"
VfL Osnabrück ", 3. Liga ,"
Orduspor ",,500 K €,Free transfer
"Aug 20, 2011",Johan Vonlanthen,25,Left Midfield,Switzerland,"
RB Salzburg ", Bundesliga ,"
Rionegro Águila ",,600 K €,Free transfer
"Aug 20, 2011",Ibrahim Yavuz,28,Right-Back,Turkey,"
K. Erciyesspor ", 1.Lig ,"
Tavsanli Linyit ",,200 K €,Free transfer
"Aug 20, 2011",Baykal Aydinli,28,Defensive Midfield,Turkey,"
Istanbulspor ", Turkey		,"
Kahramanmaras ",,200 K €,Free transfer
"Aug 20, 2011",Ali Cemal Boztepe,27,Central Midfield,Turkey,"
Inegölspor ", 3.Lig Grup 1 ,"
Kahramanmaras ",,50 K €,Free transfer
"Aug 20, 2011",Sedat Bayrak,30,Centre-Back,Turkey,"
Sivasspor ", Süper Lig ,"
Orduspor ",,"1,30 mil. €",Free transfer
